Number of nodes: 7
Number of edges: 12
Number of CESs: 5
Number of events: 32
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
2	select deposit, enter deposit amount, put money, get balance
1	enter deposit amount, put money, get balance, select deposit
1	enter deposit amount, put money, get balance, select withdraw
3	get balance, select deposit, enter deposit amount, put money
2	select withdraw, enter withdraw amount, take money, get balance
1	enter withdraw amount, take money, get balance, select deposit
1	enter withdraw amount, take money, get balance, select withdraw
2	get balance, select withdraw, enter withdraw amount, take money
1	take money, get balance, select deposit, enter deposit amount
1	take money, get balance, select withdraw, enter withdraw amount
1	put money, get balance, select deposit, enter deposit amount
1	put money, get balance, select withdraw, enter withdraw amount
0	Number of uncovered edges 
