Transformation,Generation,Composition,Total
0.020599,1.3694,0.9952,2.385199
0.0181,1.1374,1.2199,2.3754
0.024301,1.9597,1.2069,3.190901
0.017901,1.114999,0.8857,2.0186
0.018001,1.2758,1.0196,2.313401
0.0181,1.0808,0.8709,1.9698
0.018501,1.1175,0.981901,2.117902
0.0246,1.7873,1.0885,2.9004000000000003
0.018099,1.166,0.9116,2.0956989999999998
0.017799,1.183299,0.908899,2.109997
