Transformation,Generation,Composition,Total
11.228,12.1425,1.3739,24.7444
10.9062,17.8825,1.3912,30.1799
10.9713,21.7575,1.6831,34.4119
1.884,1.1787,0.4847,3.5474
0.0208,0.4777,0.5711,1.0696
0.0244,1.0021,0.2334,1.2599
0.0199,0.7976,0.2088,1.0263
0.0226,0.3946,0.2588,0.6759999999999999
0.0222,0.8521,0.2367,1.111
0.0288,0.8253,0.3388,1.1929
0.0349,0.5229,0.3396,0.8974000000000001
0.0257,1.0927,0.3332,1.4516
0.0259,0.6456,0.3333,1.0048
0.0344,1.0126,0.4313,1.4783
