Transformation,Generation,Composition,Total
148.0414,526.7594,10.3088,685.1096
1.9901,0.7121,1.0976,3.7998
6.1916,16.6702,1.2334,24.095200000000002
0.5187,0.7015,0.7106,1.9308
4.6088,17.6702,1.2248,23.5038
0.5425,0.7928,0.826,2.1612999999999998
5.1498,19.8702,7.3316,32.3516
1.7347,0.9063,1.0361,3.6771000000000003
5.0403,15.418,1.6864,22.1447
0.9456,0.8376,0.6642,2.4474
