Transformation,Generation,Composition,Total
225.3205,521.8896,9.7787,756.9888
269.2364,506.9294,28.2741,804.4399
248.6133,560.1775,8.2788,817.0696
6.4417,11.7957,1.7714,20.0088
8.8048,11.124,2.6006,22.529400000000003
11.5685,16.8447,3.9046,32.3178
8.6491,17.1476,1.3708,27.1675
