Transformation,Generation,Composition,Total
1.3043,1.312,0.8517,3.468
0.9339,1.1646,0.7664,2.8649
6.2949,19.2921,2.4447,28.031700000000004
2.2318,1.962,3.2086,7.4024
10.1783,22.5133,3.7278,36.4194
1.9332,1.1046,0.6813,3.7191
12.5574,28.332,2.192,43.0814
