Transformation,Generation,Composition,Total
3.6186,3.3085,0.735,7.6621
1.9448,1.2781,0.3299,3.5528
4.665599,4.1527,0.6356,9.453899
3.7814,4.215199,0.4923,8.488899
2.9946,0.9788,0.3294,4.3028
0.504,1.2849,0.2371,2.026
0.851,1.070901,0.280601,2.202502
