Transformation,Generation,Composition,Total
4.465,11.0641,0.708,16.237099999999998
1.9135,1.3527,0.4151,3.6813000000000002
1.5229,1.953299,0.645099,4.1212979999999995
5.1653,13.6992,1.533,20.3975
0.0231,2.1874,0.3459,2.5563999999999996
0.0309,2.8085,0.298,3.1374
