Transformation,Generation,Composition,Total
26.7409,5.7755,0.639299,33.155699
27.5514,4.999699,0.6576,33.208699
33.7712,5.314101,0.5705,39.655801000000004
39.8747,5.979099,0.5869,46.440698999999995
34.705,7.3195,0.897699,42.922199
34.548101,6.1283,0.8693,41.54570100000001
40.99,5.577101,0.5619,47.129001
37.4687,5.872,1.000799,44.341499
37.4048,6.073901,1.076799,44.5555
32.339899,6.0025,0.541,38.883399
