Transformation,Generation,Composition,Total
5.792099,10.3405,1.246199,17.378798
6.117099,4.9634,0.9231,12.003599
6.6147,8.615,1.2323,16.462
3.331,2.8418,0.5129,6.685700000000001
0.0383,1.2187,0.4476,1.7046
0.0361,1.099,0.3132,1.4483
