Transformation,Generation,Composition,Total
32.1901,38.5469,2.7746,73.5116
8.4593,1.6133,0.9349,11.007500000000002
37.1684,49.25,2.4053,88.82369999999999
5.4099,1.4234,0.6827,7.516
