Transformation,Generation,Composition,Total
18.2676,14.5697,1.272,34.1093
4.3291,2.0989,0.559,6.987000000000001
9.435601,2.5118,0.5,12.447401
40.2355,26.4276,2.0331,68.6962
25.7584,18.629,1.717,46.1044
5.566,1.9197,0.8497,8.3354
11.5873,6.689,0.7314,19.0077
1.2253,1.9474,0.5668,3.7394999999999996
1.23,1.5131,0.5196,3.2627
