Transformation,Generation,Composition,Total
3.621,1.5087,0.3766,5.5062999999999995
4.4782,3.4438,0.6126,8.534600000000001
3.759,3.6283,0.6359,8.0232
3.8566,1.5638,0.4925,5.9129
4.2856,2.4069,0.7913,7.483799999999999
2.7778,3.3248,0.7668,6.869400000000001
4.6789,3.4206,0.6379,8.7374
2.6856,1.7239,0.4197,4.829199999999999
