Transformation,Generation,Composition,Total
3.4674,1.8214,0.5861,5.8749
3.371,3.2477,0.411,7.0297
1.9963,1.0661,0.424,3.4864
4.611,2.131,0.5693,7.311299999999999
3.1184,3.6918,0.3737,7.1839
2.9428,1.1909,0.3658,4.4995
