Transformation,Generation,Composition,Total
1.5207,2.131699,0.369301,4.0217
1.8307,2.198599,0.681599,4.710898
3.0504,2.1896,0.6173,5.8573
1.4572,2.1391,0.6834,4.2797
0.0373,0.635,0.3094,0.9817
0.0322,0.5853,0.2521,0.8696
