Number of nodes: 9
Number of edges: 24
Number of CESs: 37
Number of events: 304
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
13	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
11	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
7	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance
8	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance
3	get balance, select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	get balance, select deposit, enter deposit amount, put money, get balance, select deposit, cancel deposit
4	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
9	select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
6	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
3	enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money, get balance
3	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money, get balance
5	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
1	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, cancel deposit
3	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
1	take money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
1	take money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
1	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
1	take money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
3	put money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit
4	put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
5	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
3	put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
0	Number of uncovered edges 
