Number of nodes: 15
Number of edges: 31
Number of CESs: 22
Number of events: 193
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
4	get balance, select deposit, enter deposit amount
1	get balance, select deposit, cancel deposit
11	select deposit, enter deposit amount, put money
6	enter deposit amount, put money, get balance
3	put money, get balance, select deposit
3	put money, get balance, select withdraw
5	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
6	select withdraw, enter withdraw amount, take money
5	select withdraw, enter withdraw amount, confirm daily limit excess
4	enter withdraw amount, take money, get balance
2	take money, get balance, select deposit
2	take money, get balance, select withdraw
1	enter withdraw amount, confirm daily limit excess, cancel withdraw
5	enter withdraw amount, confirm daily limit excess, enter withdraw amount
3	enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
1	confirm daily limit excess, enter withdraw amount, take money
4	confirm daily limit excess, enter withdraw amount, confirm daily limit excess
3	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
2	confirm daily limit excess, confirm overdraft limit excess, cancel withdraw
3	enter overdraft limit, enter overdraft limit, enter overdraft limit
0	Number of uncovered edges 
