Number of nodes: 9
Number of edges: 20
Number of CESs: 31
Number of events: 217
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
6	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
1	select deposit, enter deposit amount, put money, get balance, select deposit, cancel deposit
7	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
6	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
7	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
1	get balance, select deposit, enter deposit amount, put money, get balance, select deposit
1	get balance, select deposit, enter deposit amount, put money, get balance, select withdraw
8	select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
1	select withdraw, enter withdraw amount, take money, get balance, select deposit, cancel deposit
4	select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
1	select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
8	enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
4	enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
5	get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit
1	get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw
4	take money, get balance, select deposit, enter deposit amount, put money, get balance
2	take money, get balance, select withdraw, enter withdraw amount, take money, get balance
3	put money, get balance, select deposit, enter deposit amount, put money, get balance
5	put money, get balance, select withdraw, enter withdraw amount, take money, get balance
0	Number of uncovered edges 
