Transformation,Generation,Composition,Total
5.525,1.0166,1.3068,7.848400000000001
5.6947,1.3452,1.3452,8.3851
5.3949,1.5284,1.2857,8.209
5.9683,1.1621,1.2773,8.4077
7.9445,2.0233,1.5457,11.5135
5.8624,1.2113,1.6619,8.7356
6.698,1.2228,1.5812,9.502
6.6173,1.504,1.5824,9.7037
7.8667,1.4178,1.3228,10.607299999999999
5.8043,1.7446,1.9387,9.4876
