Transformation,Generation,Composition,Total
2.0796,1.9194,0.3826,4.3816
2.0065,2.5275,0.6182,5.1522
1.6502,2.5543,0.5523,4.756799999999999
1.848901,1.373,0.3959,3.617801
1.787,1.7621,0.403,3.9521
0.0218,0.6628,0.3074,0.992
0.0325,0.507199,0.1979,0.7375989999999999
