Transformation,Generation,Composition,Total
1.323601,1.336299,0.4391,3.0989999999999998
1.8054,2.0236,0.370999,4.199999
1.263099,1.26,0.3513,2.8743990000000004
1.3591,1.5597,0.5574,3.4762
1.3945,2.1313,0.3767,3.9025000000000003
1.526,1.3257,0.3636,3.2153
0.0207,0.6036,0.2056,0.8299000000000001
0.0273,0.5354,0.2154,0.7781
