Transformation,Generation,Composition,Total
10.0493,2.855701,1.9383,14.843301
6.915499,1.7102,1.738499,10.364197999999998
13.096,14.697399,2.5861,30.379499000000003
14.2368,13.661701,2.945501,30.844002000000003
10.928501,1.937099,2.379101,15.244701000000001
