Transformation,Generation,Composition,Total
5.484199,10.3765,1.2714,17.132099
5.9453,8.5293,1.204401,15.679001
1.0817,1.1487,0.443,2.6734000000000004
4.0075,1.487501,0.6026,6.097601
5.9506,8.8816,1.378,16.2102
1.6994,1.224,0.6283,3.5517
3.512,2.0855,0.6685,6.266
0.0364,1.0095,0.3883,1.4342000000000001
0.0391,0.9589,0.1945,1.1925
