Transformation,Generation,Composition,Total
2.355599,1.3208,0.527799,4.204198
2.1819,1.0909,0.4966,3.7694
0.0221,1.0355,0.3885,1.4461000000000002
0.037,1.3158,0.3762,1.729
0.0212,1.199,0.2103,1.4305
0.0155,0.8703,0.2304,1.1161999999999999
0.0219,1.091,0.2808,1.3937
