Transformation,Generation,Composition,Total
1.6271,1.6758,0.4188,3.7217000000000002
2.2636,2.320499,0.6611,5.245199
1.582599,2.092401,0.4113,4.0863000000000005
2.2409,1.791901,0.3874,4.4202010000000005
2.119,2.3573,0.5807,5.057
1.6408,1.843,0.4499,3.9337
1.4689,2.055,0.6745,4.1984
2.0709,2.0883,0.4622,4.6214
