Transformation,Generation,Composition,Total
7.7147,3.2644,0.5942,11.5733
6.7372,5.2045,0.6347,12.576400000000001
5.0801,3.5325,0.7413,9.353900000000001
7.658101,3.5698,0.6565,11.884400999999999
7.4857,6.6702,0.7665,14.9224
4.9582,3.2227,0.7374,8.918299999999999
1.5402,2.5313,0.3152,4.3867
2.049,1.7333,0.314,4.0963
