Transformation,Generation,Composition,Total
13.8139,19.7334,1.1623,34.7096
7.5744,20.7356,1.2251,29.535100000000003
0.0215,0.6453,0.4194,1.0861999999999998
0.0213,0.4329,0.2126,0.6668000000000001
0.0212,0.5334,0.3075,0.8621
0.019,0.4692,0.185,0.6732
0.0189,0.4947,0.2063,0.7199
0.0211,0.4409,0.2078,0.6698000000000001
0.0205,0.4899,0.3328,0.8432
0.033,0.5838,0.3456,0.9624
0.0351,0.6562,0.3129,1.0042
0.0251,0.8541,0.252,1.1312
0.0329,0.5288,0.2881,0.8498000000000001
0.0221,0.6471,0.3223,0.9915
