Transformation,Generation,Composition,Total
0.7361,0.5075,0.2655,1.5090999999999999
1.4405,1.0288,1.1196,3.5888999999999998
1.4306,1.4071,1.4762,4.3139
0.8554,1.2021,0.9953,3.0528
3.147,0.7775,1.6387,5.5632
3.2754,0.9285,2.2077,6.4116
0.5689,0.8528,0.6555,2.0772
