Transformation,Generation,Composition,Total
0.0226,0.9385,0.2412,1.2023
0.0225,0.7395,0.2205,0.9825
0.0325,0.9345,0.3823,1.3493
0.0216,0.7941,0.2706,1.0863
0.0366,1.1527,0.2779,1.4672
0.0417,1.1033,0.3657,1.5107
0.0372,0.8638,0.2835,1.1844999999999999
0.036,1.3673,0.3055,1.7088
