Transformation,Generation,Composition,Total
240.1501,457.558,5.6211,703.3292
220.3888,484.5092,8.5738,713.4718
3.847,1.5455,1.2677,6.6602
0.7184,1.0247,0.7645,2.5076
0.8312,1.1351,0.836,2.8023
1.6338,1.1939,0.5945,3.4222
