Transformation,Generation,Composition,Total
1004.969,3103.740901,12.115899,4120.8258000000005
1228.222199,2931.4476,10.7308,4170.4005990000005
758.3954,2937.0566,14.2525,3709.7045
1018.8968,3032.0135,10.7923,4061.7026
1235.9808,3029.978901,16.6059,4282.565600999999
906.899199,3011.658,9.8514,3928.408599
1078.4336,2943.581499,10.491699,4032.5067980000003
1066.041899,2910.8242,15.9529,3992.818999
1191.8395,3049.5105,9.040601,4250.390601
899.222399,2947.2678,9.374,3855.8641989999996
