Scenario ID,Existing Product ID,PUC ID,Test Set,Existing Product Number of Sequences,Existing Product Number of Events,PUC Number of Sequences,PUC Number of Events,Number of Common Sequences,Number of Common Events,Test Sequences Reused in Test Set/PUC Number of Sequences,Test Sequences Reused in Test Set/Existing Product Number of Sequences,Events Reused in Test Sequences/PUC Number of Events,Events Reused in Test Sequences/Existing Product Number of Events,Single Model Number of Sequences,Single Model Number of Events,
6050,1423,1451,inc(4),54,432,55,438,47,355,85.45454545454545,87.03703703703704,93.37899543378995,94.67592592592592,54,432
2511,0609,1493,inc(2),13,73,15,89,13,73,86.66666666666667,100.0,82.02247191011236,100.0,15,89
2511,0609,1493,inc(3),19,114,25,162,19,114,76.0,100.0,70.37037037037037,100.0,25,162
2511,0609,1493,inc(4),29,197,43,317,25,157,58.139534883720934,86.20689655172413,58.99053627760252,94.9238578680203,43,317
6361,1510,1562,inc(2),14,89,16,105,14,89,87.5,100.0,84.76190476190476,100.0,16,105
6361,1510,1562,inc(3),23,157,29,205,23,157,79.3103448275862,100.0,76.58536585365854,100.0,29,205
6361,1510,1562,inc(4),40,306,54,426,35,254,64.81481481481481,87.5,68.30985915492957,95.09803921568627,54,426
3225,0750,1634,inc(2),11,71,13,87,11,71,84.61538461538461,100.0,81.60919540229885,100.0,13,87
3225,0750,1634,inc(3),16,107,23,161,16,107,69.56521739130434,100.0,66.45962732919256,100.0,22,155
3225,0750,1634,inc(4),26,190,40,310,24,169,60.0,92.3076923076923,59.67741935483871,97.36842105263158,39,304
7500,1799,1803,inc(2),11,68,12,73,11,68,91.66666666666666,100.0,93.15068493150685,100.0,12,73
7500,1799,1803,inc(3),24,160,25,165,24,160,96.0,100.0,96.96969696969697,100.0,25,165
7500,1799,1803,inc(4),41,309,42,314,33,229,78.57142857142857,80.48780487804879,91.0828025477707,92.55663430420712,42,314
4971,1143,2027,inc(2),15,100,17,116,15,100,88.23529411764706,100.0,86.20689655172413,100.0,17,116
4971,1143,2027,inc(3),32,224,38,272,32,224,84.21052631578947,100.0,82.35294117647058,100.0,38,272
4971,1143,2027,inc(4),57,445,71,565,50,371,70.4225352112676,87.71929824561403,74.69026548672566,94.83146067415731,71,565
8577,2127,2079,inc(2),12,82,14,93,12,82,85.71428571428571,100.0,88.17204301075269,100.0,14,93
8577,2127,2079,inc(3),21,150,23,161,21,150,91.30434782608695,100.0,93.16770186335404,100.0,23,161
8577,2127,2079,inc(4),39,305,41,316,33,245,80.48780487804879,84.61538461538461,91.45569620253164,94.75409836065573,40,310
5615,1299,2183,inc(2),14,93,16,109,14,93,87.5,100.0,85.3211009174312,100.0,16,109
5615,1299,2183,inc(3),23,161,30,215,23,161,76.66666666666667,100.0,74.88372093023256,100.0,29,209
5615,1299,2183,inc(4),41,316,55,436,37,276,67.27272727272727,90.2439024390244,70.18348623853211,96.83544303797468,54,430
7119,1691,2211,inc(2),16,108,17,113,16,108,94.11764705882352,100.0,95.57522123893806,100.0,16,108
7119,1691,2211,inc(3),29,208,33,232,29,208,87.87878787878788,100.0,89.65517241379311,100.0,33,232
7119,1691,2211,inc(4),55,435,59,459,48,364,81.35593220338984,87.27272727272727,91.06753812636165,96.0919540229885,58,453
8178,1967,2279,inc(2),18,119,19,128,18,119,94.73684210526315,100.0,92.96875,100.0,19,128
8178,1967,2279,inc(3),35,251,36,260,35,251,97.22222222222221,100.0,96.53846153846153,100.0,36,260
8178,1967,2279,inc(4),68,544,70,559,54,404,77.14285714285715,79.41176470588235,90.87656529516994,93.38235294117648,69,553
6051,1423,2307,inc(2),13,92,15,108,13,92,86.66666666666667,100.0,85.18518518518519,100.0,15,108
6051,1423,2307,inc(3),28,205,35,259,28,205,80.0,100.0,79.15057915057915,100.0,34,253
6051,1423,2307,inc(4),54,432,68,552,52,412,76.47058823529412,96.29629629629629,77.35507246376811,98.8425925925926,67,546
7349,1756,2328,inc(2),19,128,20,133,19,128,95.0,100.0,96.2406015037594,100.0,19,128
7349,1756,2328,inc(3),36,260,40,284,36,260,90.0,100.0,91.54929577464789,100.0,40,284
7349,1756,2328,inc(4),70,559,74,583,60,459,81.08108108108108,85.71428571428571,91.08061749571183,94.99105545617174,73,577
9436,2362,2390,inc(2),18,130,19,136,18,130,94.73684210526315,100.0,95.58823529411765,100.0,17,120
9436,2362,2390,inc(3),37,274,38,280,37,274,97.36842105263158,100.0,97.85714285714285,100.0,34,256
9436,2362,2390,inc(4),78,655,79,653,68,548,86.07594936708861,87.17948717948718,95.55895865237366,95.26717557251908,71,589
9432,2361,2413,inc(2),20,137,21,146,20,137,95.23809523809523,100.0,93.83561643835617,100.0,19,130
9432,2361,2413,inc(3),40,286,41,295,40,286,97.5609756097561,100.0,96.94915254237289,100.0,37,271
9432,2361,2413,inc(4),82,673,84,680,63,474,75.0,76.82926829268293,91.76470588235294,92.71916790490341,75,610
9379,2343,2655,inc(2),19,130,21,150,19,130,90.47619047619048,100.0,86.66666666666667,100.0,19,134
9379,2343,2655,inc(3),40,286,44,318,40,286,90.9090909090909,100.0,89.937106918239,100.0,40,294
9379,2343,2655,inc(4),74,585,88,711,63,474,71.5909090909091,85.13513513513513,78.34036568213783,95.2136752136752,77,627
