Scenario ID,Existing Product ID,PUC ID,Test Set,Existing Product Number of Sequences,Existing Product Number of Events,PUC Number of Sequences,PUC Number of Events,Number of Common Sequences,Number of Common Events,Test Sequences Reused in Test Set/PUC Number of Sequences,Test Sequences Reused in Test Set/Existing Product Number of Sequences,Events Reused in Test Sequences/PUC Number of Events,Events Reused in Test Sequences/Existing Product Number of Events,Single Model Number of Sequences,Single Model Number of Events,
01,00,02,inc(2),4,20,6,25,4,20,66.66666666666666,100.0,80.0,100.0,6,25
01,00,02,inc(3),10,61,13,69,6,37,46.15384615384615,60.0,75.36231884057972,85.24590163934425,12,68
01,00,02,inc(4),26,185,30,197,18,131,60.0,69.23076923076923,85.27918781725889,90.81081081081082,27,192
05,01,03,inc(2),6,29,8,34,6,29,75.0,100.0,85.29411764705883,100.0,7,29
05,01,03,inc(3),15,88,18,96,13,76,72.22222222222221,86.66666666666667,87.5,95.45454545454545,14,78
05,01,03,inc(4),39,264,43,283,25,163,58.139534883720934,64.1025641025641,80.91872791519434,86.74242424242425,32,223
09,02,03,inc(2),6,25,8,34,6,25,75.0,100.0,73.52941176470588,100.0,7,29
09,02,03,inc(3),13,69,19,97,9,45,47.368421052631575,69.23076923076923,61.855670103092784,86.95652173913044,14,78
09,02,03,inc(4),30,197,49,312,22,141,44.89795918367347,73.33333333333333,57.05128205128205,90.35532994923858,32,223
02,00,04,inc(2),4,20,5,24,4,20,80.0,100.0,83.33333333333334,100.0,5,24
02,00,04,inc(3),10,61,11,65,8,49,72.72727272727273,80.0,89.23076923076924,95.08196721311475,11,65
02,00,04,inc(4),26,185,27,189,22,154,81.48148148148148,84.61538461538461,91.53439153439153,93.51351351351352,26,187
06,01,05,inc(2),6,29,7,33,6,29,85.71428571428571,100.0,87.87878787878788,100.0,6,28
06,01,05,inc(3),15,85,16,89,13,73,81.25,86.66666666666667,91.01123595505618,95.29411764705881,13,75
06,01,05,inc(4),39,261,40,264,29,189,72.5,74.35897435897436,88.25757575757575,89.272030651341,31,218
19,05,07,inc(2),6,31,8,36,6,31,75.0,100.0,86.11111111111111,100.0,8,33
19,05,07,inc(3),15,85,18,98,11,63,61.111111111111114,73.33333333333333,79.59183673469387,91.76470588235294,15,82
19,05,07,inc(4),40,265,43,280,31,206,72.09302325581395,77.5,87.5,92.45283018867924,33,227
21,06,07,inc(2),6,27,8,36,6,27,75.0,100.0,75.0,100.0,8,33
21,06,07,inc(3),13,71,19,104,9,49,47.368421052631575,69.23076923076923,60.57692307692307,88.73239436619718,15,82
21,06,07,inc(4),30,199,45,285,25,162,55.55555555555556,83.33333333333334,64.56140350877193,92.46231155778895,33,227
03,00,08,inc(2),4,20,5,27,4,20,80.0,100.0,74.07407407407408,100.0,4,22
03,00,08,inc(3),10,61,15,89,8,49,53.333333333333336,80.0,62.92134831460674,91.80327868852459,11,72
03,00,08,inc(4),26,185,48,357,21,152,43.75,80.76923076923077,49.01960784313725,94.5945945945946,29,223
07,01,09,inc(2),6,29,7,36,6,29,85.71428571428571,100.0,80.55555555555556,100.0,5,26
07,01,09,inc(3),15,87,22,141,10,55,45.45454545454545,66.66666666666666,52.4822695035461,85.0574712643678,14,87
07,01,09,inc(4),40,261,60,400,31,200,51.66666666666667,77.5,59.75,91.57088122605363,37,271
14,03,11,inc(2),8,34,9,41,8,34,88.88888888888889,100.0,82.92682926829268,100.0,7,31
14,03,11,inc(3),18,91,23,121,15,74,65.21739130434783,83.33333333333334,69.42148760330579,92.3076923076923,16,94
14,03,11,inc(4),44,275,68,473,34,206,50.0,77.27272727272727,53.06553911205074,91.27272727272727,39,280
27,09,11,inc(2),7,36,9,41,7,36,77.77777777777779,100.0,87.8048780487805,100.0,7,31
27,09,11,inc(3),19,106,22,118,15,83,68.18181818181817,78.94736842105263,82.20338983050848,91.50943396226415,16,94
27,09,11,inc(4),51,366,55,368,34,221,61.81818181818181,66.66666666666666,82.33695652173914,82.78688524590164,39,280
04,00,12,inc(2),4,20,5,26,4,20,80.0,100.0,76.92307692307693,100.0,4,21
04,00,12,inc(3),10,61,15,94,8,49,53.333333333333336,80.0,61.702127659574465,95.08196721311475,11,68
04,00,12,inc(4),26,185,44,297,22,155,50.0,84.61538461538461,58.24915824915825,93.51351351351352,29,211
08,01,13,inc(2),6,29,7,35,6,29,85.71428571428571,100.0,82.85714285714286,100.0,5,25
08,01,13,inc(3),15,85,21,119,13,73,61.904761904761905,86.66666666666667,68.0672268907563,95.29411764705881,14,83
08,01,13,inc(4),40,261,57,373,28,180,49.122807017543856,70.0,63.27077747989276,90.42145593869732,37,259
33,12,14,inc(2),5,26,7,31,5,26,71.42857142857143,100.0,83.87096774193549,100.0,6,26
33,12,14,inc(3),14,82,17,88,13,75,76.47058823529412,92.85714285714286,90.9090909090909,97.5609756097561,13,75
33,12,14,inc(4),39,260,42,275,28,185,66.66666666666666,71.7948717948718,85.45454545454545,90.38461538461539,31,220
36,13,15,inc(2),7,35,9,40,7,35,77.77777777777779,100.0,87.5,100.0,7,30
36,13,15,inc(3),19,102,22,116,15,80,68.18181818181817,78.94736842105263,81.03448275862068,92.15686274509804,16,90
36,13,15,inc(4),52,334,55,356,28,181,50.90909090909091,53.84615384615385,80.33707865168539,85.62874251497006,39,268
39,14,15,inc(2),7,31,9,40,7,31,77.77777777777779,100.0,77.5,100.0,7,30
39,14,15,inc(3),17,91,24,131,17,91,70.83333333333334,100.0,69.46564885496184,100.0,16,90
39,14,15,inc(4),42,267,63,427,26,162,41.269841269841265,61.904761904761905,54.80093676814989,87.64044943820225,39,268
