Number of nodes: 15
Number of edges: 31
Number of CESs: 20
Number of events: 94
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
3	get balance, select deposit, enter deposit amount
1	get balance, select deposit, cancel deposit
10	select deposit, enter deposit amount, put money
6	enter deposit amount, put money, get balance
2	put money, get balance, select deposit
4	put money, get balance, select withdraw
4	get balance, select withdraw, enter withdraw amount
1	get balance, select withdraw, cancel withdraw
5	select withdraw, enter withdraw amount, take money
5	select withdraw, enter withdraw amount, confirm daily limit excess
2	enter withdraw amount, take money, get balance
1	take money, get balance, select deposit
1	take money, get balance, select withdraw
2	enter withdraw amount, confirm daily limit excess, cancel withdraw
2	enter withdraw amount, confirm daily limit excess, enter withdraw amount
2	enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
1	confirm daily limit excess, enter withdraw amount, take money
1	confirm daily limit excess, enter withdraw amount, confirm daily limit excess
1	enter daily withdraw limit, enter daily withdraw limit, enter daily withdraw limit
1	confirm daily limit excess, confirm overdraft limit excess, cancel withdraw
1	enter overdraft limit, enter overdraft limit, enter overdraft limit
0	Number of uncovered edges 
