Number of nodes: 17
Number of edges: 149
Number of CESs: 141
Number of events: 1487
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
1	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount
6	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount
1	select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, cancel withdraw
3	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount
11	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount
2	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, cancel withdraw
7	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance
12	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, enter withdraw amount
2	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, cancel withdraw
5	select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, confirm daily limit excess, confirm overdraft limit excess
1	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money
2	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money
4	enter deposit amount, put money, get balance, select deposit, enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
3	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select deposit, enter deposit amount, put money
3	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, take money
8	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, take money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess
2	enter deposit amount, put money, get balance, select withdraw, enter withdraw amount, confirm daily limit excess, enter withdraw amount, take money, get balance, select deposit
